IP,DNS,Tracking Method,Last Scanned Date,Tags
72.34.170.41,72-34-170-41.sd.netsuite.com,DNS,2020-11-26,all_external|BU:NSCore|Security|BU:NetOps|network_ch1_external_all|NSCore_Classic_external_all|Internet Facing Assets
72.34.170.192,72-34-170-192.sd.netsuite.com,DNS,2020-10-01,all_external|BU:NSCore|Security|BU:NetOps|network_ch1_external_all|NSCore_Classic_external_all|Internet Facing Assets
72.34.170.18,72-34-170-18.sd.netsuite.com,DNS,2020-12-02,all_external|BU:NSCore|Security|BU:NetOps|network_ch1_external_all|NSCore_Classic_external_all|Internet Facing Assets
72.34.170.250,72-34-170-250.sd.netsuite.com,DNS,2020-10-31,all_external|BU:NSCore|Security|BU:NetOps|network_ch1_external_all|NSCore_Classic_external_all|Internet Facing Assets
193.122.150.221,None,IP,2020-07-07,all_external|Security|AI:New Asset|Internet Facing Assets
150.136.167.143,None,IP,2020-08-12,all_external|Security|Internet Facing Assets
129.146.162.20,None,IP,2020-07-27,Security|Internet Facing Assets
212.25.249.166,212-25-249-166.sd.netsuite.com,DNS,2020-10-06,all_external|BU:NSCore|Security|BU:NetOps|SRE|am3_external_all|am3_external_all_1|NSCore_Classic_external_all|Internet Facing Assets|network_am3_external_all
129.213.22.105,None,IP,2020-07-08,all_external|Security|AI:New Asset|Internet Facing Assets
150.136.147.168,None,IP,2020-07-09,all_external|Security|AI:New Asset|Internet Facing Assets
172.25.28.4,None,IP,2021-01-13,brno_internal_all|all_internal|Security|ITGI|BU:NetOps|SRE|CZBRN1_office_internal_all|BU:DevOps|Internal|AI:Internal
172.25.28.7,None,IP,2021-01-13,brno_internal_all|all_internal|Security|ITGI|BU:NetOps|SRE|CZBRN1_office_internal_all|BU:DevOps|Internal|AI:Internal
172.25.28.3,None,IP,2021-01-13,brno_internal_all|all_internal|Security|ITGI|BU:NetOps|SRE|CZBRN1_office_internal_all|BU:DevOps|Internal|AI:Internal
172.25.28.2,None,IP,2021-01-13,brno_internal_all|all_internal|Security|ITGI|BU:NetOps|SRE|CZBRN1_office_internal_all|BU:DevOps|Internal|AI:Internal
172.24.241.155,None,IP,2021-01-04,all_internal|Security|BU:Payroll|ITGI|se4b_devops_internal_all|BU:DevOps|se4b_devops_user_scrumvms_internal|Internal|AI:Internal|CDE:ConnectedTo|DevOps Asset
172.24.241.154,None,IP,2021-01-07,all_internal|Security|BU:Payroll|ITGI|se4b_devops_internal_all|BU:DevOps|se4b_devops_user_scrumvms_internal|Internal|AI:Internal|CDE:ConnectedTo|DevOps Asset
150.136.100.8,None,IP,2020-07-10,all_external|Security|AI:New Asset|Internet Facing Assets
172.24.253.50,2019hyperv1,IP,2021-01-18,all_internal|Security|BU:Payroll|ITGI|se4b_devops_internal_all|BU:DevOps|Internal|se4b_payroll_dev|OS:Windows Server 2016|OS:Windows Server 2019|AI:Internal
172.24.253.30,2019hyperv1,IP,2021-01-18,all_internal|Security|BU:Payroll|ITGI|se4b_devops_internal_all|BU:DevOps|Internal|se4b_payroll_dev|OS:Windows Server 2016|OS:Windows Server 2019|AI:Internal
150.136.70.156,None,IP,2020-08-20,all_external|Security|Internet Facing Assets
172.24.253.33,pr19-gold1,IP,2021-01-18,all_internal|Security|BU:Payroll|ITGI|se4b_devops_internal_all|BU:DevOps|Internal|se4b_payroll_dev|OS:Windows Server 2016|OS:Windows Server 2019|AI:Internal
10.16.56.85,heapdump002.adm.ams.netledger.com,IP,2021-01-14,all_internal|BU:NSCore|Security|am3_qa_saops_internal_all|Internal|DC:AM3|AI:Internal
10.18.54.33,ldap-h002.adm.dub.netledger.com,DNS,2020-12-04,all_internal|BU:NSCore|Security|du3_prod_admin_internal_all|network_du3_internal_all|nscore_pentest_selfsigned_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.54.24,ldap-h001.adm.dub.netledger.com,IP,2020-12-03,all_internal|BU:NSCore|Security|du3_prod_admin_internal_all|network_du3_internal_all|Internal|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
150.136.186.226,None,IP,2021-01-19,all_external|Security|NSCore_OCI_external_IAD|Internet Facing Assets|Temp_PCI_NSCore_OCI_external_all|pci_netsuite_oci_external_all|AG:CMDB:OCI_external_all|AG:CMDB:OCI_Compartment:NetSuite.Production_external|AG:CMDB:IAD_OCI_external|AG:CMDB:NSCORE_OCI_external|Gerard_OCI_External_all
132.145.166.109,None,IP,2020-09-15,all_external|Security|Internet Facing Assets
129.213.45.223,None,IP,2020-07-13,all_external|Security|AI:New Asset|Internet Facing Assets
150.136.45.76,None,IP,2020-07-13,all_external|Security|AI:New Asset|Internet Facing Assets
129.213.36.166,None,IP,2020-10-09,all_external|Security|Internet Facing Assets
158.101.127.233,None,IP,2020-08-17,all_external|Security|Internet Facing Assets
129.146.195.102,None,IP,2021-01-19,all_external|Security|BU:NSPOS/RetailAnywhere|NSCore_OCI_external_PHX|NSPOS_PROD_OCI_external_all|OS:Windows 10|Internet Facing Assets|AG:CMDB:OCI_external_all|AG:CMDB:UNKNOWN_OCI_external|AG:CMDB:PHX_OCI_external|Scott_NSPOS_External_all|Gerard_OCI_External_all
172.24.249.23,None,IP,2021-01-18,all_internal|Security|BU:Payroll|ITGI|se4b_devops_internal_all|BU:DevOps|se4b_devops_infra_vm|Internal|AI:Internal|CDE:ConnectedTo|DevOps Asset
129.213.155.197,None,IP,2020-08-20,all_external|Security|Internet Facing Assets
132.145.142.158,None,IP,2020-07-22,all_external|Security|Internet Facing Assets
129.213.32.218,None,IP,2020-07-14,all_external|Security|AI:New Asset|Internet Facing Assets
150.136.254.215,None,IP,2021-01-19,all_external|Security|NSCore_OCI_external_IAD|Internet Facing Assets|AG:CMDB:OCI_external_all|AG:CMDB:IAD_OCI_external|AG:CMDB:UNKNOWN_OCI_external|Gerard_OCI_External_all
132.145.138.49,None,IP,2020-07-14,all_external|Security|AI:New Asset|Internet Facing Assets
129.146.210.177,None,IP,2020-09-03,all_external|Security|Internet Facing Assets|Problem_PCI_NSCore_OCI_external_all_no_partners
129.146.158.12,None,IP,2020-09-03,all_external|Security|NSCore_OCI_external_PHX|Internet Facing Assets|Problem_PCI_NSCore_OCI_external_all_no_partners|AG:CMDB:OCI_external_all|AG:CMDB:NSCORE_OCI_external|AG:CMDB:PHX_OCI_external|AG:CMDB:OCI_Compartment:NSOCI.Labs4_external
10.17.8.30,hyp017.adm.ams.netledger.com,IP,2021-01-19,all_internal|BU:NSCore|Security|am3_prod_dmz_saops_internal_all|Internal|DC:AM3-Shared|AI:Internal
63.150.176.77,None,IP,2021-01-18,Security|ITGI|Internet Facing Assets|itgi_external_all|USSE4B_itgi_external_all
63.150.176.65,None,IP,2021-01-18,Security|ITGI|Internet Facing Assets|itgi_external_all|USSE4B_itgi_external_all
63.150.176.81,None,IP,2021-01-18,Security|ITGI|Internet Facing Assets|itgi_external_all|USSE4B_itgi_external_all
66.35.201.137,None,IP,2021-01-18,sc8_external_all|Security|ITGI|BU:NetOps|SRE|Internet Facing Assets|itgi_external_all|USSC8_itgi_external_all
207.189.66.173,None,IP,2021-01-18,sc8_external_all|Security|ITGI|BU:NetOps|SRE|Internet Facing Assets|itgi_external_all|USSC8_itgi_external_all
63.150.176.69,None,IP,2021-01-18,Security|ITGI|Internet Facing Assets|itgi_external_all|USSE4B_itgi_external_all
80.188.28.174,None,IP,2021-01-18,Security|ITGI|Internet Facing Assets|itgi_external_all|CZBRN1_office_external_all
80.188.29.57,None,IP,2021-01-18,brno_external_all|all_external|Security|ITGI|BU:NetOps|SRE|BU:DevOps|Internet Facing Assets|itgi_external_all|CZBRN1_office_external_all
64.15.166.30,None,IP,2021-01-18,sc8_external_all|all_external|Security|ITGI|BU:NetOps|SRE|NSCore_Classic_external_all|Internet Facing Assets|itgi_external_all|USSC8_itgi_external_all
64.15.166.31,None,IP,2021-01-18,sc8_external_all|all_external|Security|ITGI|BU:NetOps|SRE|NSCore_Classic_external_all|Internet Facing Assets|itgi_external_all|USSC8_itgi_external_all
64.92.164.10,None,IP,2021-01-18,Security|ITGI|Internet Facing Assets|itgi_external_all|USSE4B_itgi_external_all
85.93.125.65,None,IP,2021-01-18,brno_external_all|all_external|Security|ITGI|BU:NetOps|SRE|BU:DevOps|Internet Facing Assets|itgi_external_all|CZBRN1_office_external_all
85.93.125.69,None,IP,2021-01-18,brno_external_all|all_external|Security|ITGI|BU:NetOps|SRE|BU:DevOps|Internet Facing Assets|itgi_external_all|CZBRN1_office_external_all
85.93.125.90,None,IP,2021-01-18,brno_external_all|all_external|Security|ITGI|BU:NetOps|SRE|BU:DevOps|Internet Facing Assets|itgi_external_all|CZBRN1_office_external_all
85.93.125.92,None,IP,2021-01-18,brno_external_all|all_external|Security|ITGI|BU:NetOps|SRE|BU:DevOps|Internet Facing Assets|itgi_external_all|CZBRN1_office_external_all
205.139.143.245,None,IP,2021-01-19,sc9_external_all|BU:NSCore|Security|ITGI|BU:NetOps|SRE|Internet Facing Assets|itgi_external_all|USSC9B_itgi_external_all
63.232.63.1,None,IP,2021-01-18,Security|ITGI|Internet Facing Assets|itgi_external_all|USSE4B_itgi_external_all
64.92.164.1,None,IP,2021-01-18,Security|ITGI|Internet Facing Assets|itgi_external_all|USSE4B_itgi_external_all
66.35.201.138,None,IP,2021-01-18,sc8_external_all|Security|ITGI|BU:NetOps|SRE|Internet Facing Assets|itgi_external_all|USSC8_itgi_external_all
80.94.74.129,None,IP,2021-01-18,Security|ITGI|Internet Facing Assets|itgi_external_all|IEDU3B_office_external_all
80.188.28.173,None,IP,2021-01-18,Security|ITGI|Internet Facing Assets|itgi_external_all|CZBRN1_office_external_all
84.16.178.49,None,IP,2021-01-18,Security|ITGI|Internet Facing Assets|itgi_external_all|IEDU3B_office_external_all
205.139.143.249,None,IP,2021-01-19,sc9_external_all|BU:NSCore|Security|ITGI|BU:NetOps|SRE|Internet Facing Assets|itgi_external_all|USSC9B_itgi_external_all
213.175.41.129,None,IP,2021-01-18,Security|ITGI|Internet Facing Assets|itgi_external_all|CZBRN2_office_external_all
80.188.28.175,None,IP,2021-01-18,Security|ITGI|Internet Facing Assets|itgi_external_all|CZBRN1_office_external_all
80.188.28.172,None,IP,2021-01-18,Security|ITGI|Internet Facing Assets|itgi_external_all|CZBRN1_office_external_all
132.145.129.84,None,IP,2021-01-19,all_external|Security|NSCore_OCI_external_IAD|Internet Facing Assets|AG:CMDB:OCI_external_all|AG:CMDB:IAD_OCI_external|AG:CMDB:UNKNOWN_OCI_external|Gerard_OCI_External_all
212.25.249.125,212-25-249-125.sd.netsuite.com,DNS,2020-10-06,all_external|BU:NSCore|Security|BU:NetOps|SRE|am3_external_all|am3_external_all_1|NSCore_Classic_external_all|Internet Facing Assets|network_am3_external_all
132.145.181.165,None,IP,2020-08-03,all_external|Security|Internet Facing Assets
150.136.77.66,None,IP,2020-07-21,all_external|Security|AI:New Asset|Internet Facing Assets
172.25.16.120,brno-ovpn-test02.corp.netledger.com,IP,2021-01-13,brno_internal_all|all_internal|Security|ITGI|BU:NetOps|SRE|ITGI Systems|CZBRN1_office_internal_all|BU:DevOps|Internal|AI:Internal
172.24.241.195,None,IP,2021-01-18,all_internal|Security|BU:Payroll|ITGI|se4b_devops_internal_all|BU:DevOps|se4b_devops_user_scrumvms_internal|Internal|EOL:JQuery|AI:Internal|CDE:ConnectedTo|DevOps Asset
10.16.63.11,qscan002.adm.ams.netledger.com,DNS,2021-01-14,all_internal|BU:NSCore|Security|BU:NetOps|SRE|am3_internal_all|am3_prod_admin_saops_internal_all|Internal|DC:AM3|AI:Internal
193.122.163.89,None,IP,2021-01-19,all_external|Security|NSCore_OCI_external_IAD|Internet Facing Assets|AG:CMDB:OCI_external_all|AG:CMDB:IAD_OCI_external|AG:CMDB:UNKNOWN_OCI_external|Gerard_OCI_External_all
150.136.152.84,None,IP,2020-07-30,all_external|Security|Internet Facing Assets
132.145.203.135,None,IP,2020-07-23,all_external|Security|AI:New Asset|Internet Facing Assets
150.136.147.199,None,IP,2020-07-20,all_external|Security|AI:New Asset|Internet Facing Assets
150.136.63.101,None,IP,2020-07-30,all_external|Security|Internet Facing Assets
129.213.51.184,None,IP,2020-08-13,all_external|Security|Internet Facing Assets
150.136.53.185,None,IP,2021-01-19,all_external|Security|NSCore_OCI_external_IAD|Internet Facing Assets|AG:CMDB:OCI_external_all|AG:CMDB:OCI_Compartment:NetSuite.Labs.SDDC_external|AG:CMDB:IAD_OCI_external|AG:CMDB:NSCORE_OCI_external|Gerard_OCI_External_all
72.34.170.236,72-34-170-236.sd.netsuite.com,DNS,2020-11-14,all_external|BU:NSCore|Security|BU:NetOps|network_ch1_external_all|NSCore_Classic_external_all|Internet Facing Assets
72.34.170.104,72-34-170-104.sd.netsuite.com,DNS,2020-11-26,all_external|BU:NSCore|Security|BU:NetOps|network_ch1_external_all|NSCore_Classic_external_all|Internet Facing Assets
72.34.170.188,72-34-170-188.sd.netsuite.com,DNS,2021-01-07,all_external|BU:NSCore|Security|BU:NetOps|network_ch1_external_all|NSCore_Classic_external_all|Internet Facing Assets
172.24.241.210,None,IP,2021-01-18,all_internal|Security|BU:Payroll|ITGI|se4b_devops_internal_all|BU:DevOps|se4b_devops_user_scrumvms_internal|Internal|AI:Internal|CDE:ConnectedTo|DevOps Asset
150.136.218.85,None,IP,2020-08-10,all_external|Security|Internet Facing Assets
129.213.89.49,None,IP,2020-07-23,all_external|Security|AI:New Asset|Internet Facing Assets
129.213.148.17,None,IP,2020-07-23,all_external|Security|AI:New Asset|Internet Facing Assets
132.145.206.124,None,IP,2020-07-21,all_external|Security|AI:New Asset|Internet Facing Assets
64.89.44.118,None,IP,2020-12-08,bo1_external_all|all_external|BU:NSCore|Security|BU:OpenAir|BU:NetOps|SRE|bo1_openair_external_all|Internet Facing Assets|network_bo1_external_all
132.145.167.167,None,IP,2020-12-08,all_external|Security|Internet Facing Assets
158.101.121.240,None,IP,2020-07-22,all_external|Security|AI:New Asset|Internet Facing Assets
129.213.50.194,None,IP,2020-09-18,all_external|Security|Internet Facing Assets
150.136.233.39,None,IP,2020-07-27,all_external|Security|AI:New Asset|Internet Facing Assets
150.136.250.154,None,IP,2020-10-07,all_external|Security|Internet Facing Assets
150.136.139.230,None,IP,2020-07-23,Security|NSCore_OCI_external_IAD|AI:New Asset|Internet Facing Assets|banyan_external_all|AG:CMDB:OCI_external_all|AG:CMDB:OCI_Compartment:NSIT.PoC_external|AG:CMDB:IAD_OCI_external|AG:CMDB:NSCORE_OCI_external
158.101.34.89,None,IP,2020-07-23,all_external|Security|AI:New Asset|Internet Facing Assets
152.67.117.102,None,IP,2021-01-19,all_external|Security|BU:NSPOS/RetailAnywhere|NSCore_OCI_external_SYD|NSPOS_PROD_OCI_external_all|OS:Windows 10|Internet Facing Assets|AG:CMDB:OCI_external_all|AG:CMDB:SYD_OCI_external|AG:CMDB:OCI_Compartment:NSPOS_external|AG:CMDB:NSPOS_OCI_external
129.213.108.162,None,IP,2020-07-27,all_external|Security|AI:New Asset|Internet Facing Assets
150.136.32.249,None,IP,2020-08-24,all_external|Security|Internet Facing Assets
129.146.18.54,None,IP,2021-01-19,all_external|Security|BU:NSPOS/RetailAnywhere|NSCore_OCI_external_PHX|NSPOS_PROD_OCI_external_all|OS:Windows 10|Internet Facing Assets|AG:CMDB:OCI_external_all|AG:CMDB:UNKNOWN_OCI_external|AG:CMDB:PHX_OCI_external|Scott_NSPOS_External_all|Gerard_OCI_External_all
129.146.196.223,None,IP,2020-07-27,all_external|Security|AI:New Asset|Internet Facing Assets
129.146.154.141,None,IP,2020-07-27,all_external|Security|AI:New Asset|Internet Facing Assets
150.136.102.4,None,IP,2020-08-10,all_external|Security|Internet Facing Assets
150.136.113.150,None,IP,2020-07-27,all_external|Security|AI:New Asset|Internet Facing Assets
172.24.241.47,None,IP,2021-01-18,all_internal|Security|BU:Payroll|ITGI|se4b_devops_internal_all|BU:DevOps|se4b_devops_user_scrumvms_internal|Internal|AI:Internal|CDE:ConnectedTo|DevOps Asset
172.24.241.40,None,IP,2021-01-18,all_internal|Security|BU:Payroll|ITGI|se4b_devops_internal_all|BU:DevOps|se4b_devops_user_scrumvms_internal|Internal|AI:Internal|CDE:ConnectedTo|DevOps Asset
172.24.253.29,None,IP,2021-01-18,all_internal|Security|BU:Payroll|ITGI|se4b_devops_internal_all|BU:DevOps|Internal|se4b_payroll_dev|AI:Internal
129.213.29.140,None,IP,2020-07-29,all_external|Security|AI:New Asset|Internet Facing Assets
129.213.85.133,None,IP,2020-07-28,all_external|Security|AI:New Asset|Internet Facing Assets
129.146.151.143,None,IP,2020-07-31,all_external|Security|AI:New Asset|Internet Facing Assets
152.67.138.249,None,IP,2021-01-18,all_external|Security|NSCore_OCI_external_LHR|Internet Facing Assets|Temp_PCI_NSCore_OCI_external_all|Problem_PCI_NSCore_OCI_external_all_no_partners|pci_netsuite_oci_external_all|AG:CMDB:OCI_external_all|AG:CMDB:OCI_Compartment:NetSuite.Production_external|AG:CMDB:LHR_OCI_external|AG:CMDB:NSCORE_OCI_external|Gerard_OCI_External_all
193.122.3.198,None,IP,2021-01-18,all_external|Security|NSCore_OCI_external_FRA|Internet Facing Assets|Temp_PCI_NSCore_OCI_external_all|Problem_PCI_NSCore_OCI_external_all_no_partners|pci_netsuite_oci_external_all|AG:CMDB:OCI_external_all|AG:CMDB:OCI_Compartment:NetSuite.Production_external|AG:CMDB:NSCORE_OCI_external|AG:CMDB:FRA_OCI_external|Gerard_OCI_External_all
129.213.113.214,None,IP,2020-07-29,all_external|Security|AI:New Asset|Internet Facing Assets
158.101.110.215,None,IP,2020-08-13,all_external|Security|Internet Facing Assets
150.136.238.109,None,IP,2020-08-01,all_external|Security|AI:New Asset|Internet Facing Assets
129.146.153.152,None,IP,2021-01-19,all_external|Security|BU:NSPOS/RetailAnywhere|NSCore_OCI_external_PHX|NSPOS_PROD_OCI_external_all|Internet Facing Assets|AG:CMDB:OCI_external_all|AG:CMDB:UNKNOWN_OCI_external|AG:CMDB:PHX_OCI_external|Scott_NSPOS_External_all|Gerard_OCI_External_all
132.145.186.142,None,IP,2020-08-04,all_external|Security|AI:New Asset|Internet Facing Assets
129.146.101.213,None,IP,2021-01-19,Security|BU:NSPOS/RetailAnywhere|NSCore_OCI_external_PHX|NSPOS_PROD_OCI_external_all|Internet Facing Assets|AG:CMDB:OCI_external_all|AG:CMDB:OCI_Compartment:NSPOS_external|AG:CMDB:NSPOS_OCI_external|AG:CMDB:PHX_OCI_external
150.136.151.136,None,IP,2020-09-21,all_external|Security|Internet Facing Assets
129.213.162.201,None,IP,2020-08-05,all_external|Security|AI:New Asset|Internet Facing Assets
150.136.99.248,None,IP,2020-08-01,all_external|Security|AI:New Asset|Internet Facing Assets
150.136.178.124,None,IP,2020-08-05,all_external|Security|AI:New Asset|Internet Facing Assets
150.136.59.238,None,IP,2020-08-05,all_external|Security|AI:New Asset|Internet Facing Assets
129.213.62.179,None,IP,2020-08-01,all_external|Security|AI:New Asset|Internet Facing Assets
158.101.36.36,None,IP,2020-08-01,all_external|Security|AI:New Asset|Internet Facing Assets
72.34.170.6,None,IP,2021-01-12,all_external|BU:NSCore|Security|BU:NetOps|network_ch1_external_all|NSCore_Classic_external_all|Internet Facing Assets
72.34.170.58,72-34-170-58.sd.netsuite.com,DNS,2021-01-19,all_external|BU:NSCore|Security|BU:NetOps|network_ch1_external_all|ch1_vlb_external_all|AI:New Asset|NSCore_Classic_external_all|Internet Facing Assets
72.34.170.35,72-34-170-35.sd.netsuite.com,DNS,2020-11-17,all_external|BU:NSCore|Security|BU:NetOps|network_ch1_external_all|NSCore_Classic_external_all|Internet Facing Assets
72.34.170.212,72-34-170-212.sd.netsuite.com,DNS,2021-01-15,all_external|BU:NSCore|Security|BU:NetOps|network_ch1_external_all|NSCore_Classic_external_all|Internet Facing Assets
72.34.170.5,None,IP,2021-01-15,all_external|BU:NSCore|Security|BU:NetOps|network_ch1_external_all|NSCore_Classic_external_all|Internet Facing Assets
172.24.241.59,None,IP,2021-01-18,all_internal|Security|BU:Payroll|ITGI|se4b_devops_internal_all|BU:DevOps|se4b_devops_user_scrumvms_internal|Internal|AI:Internal|CDE:ConnectedTo|DevOps Asset
172.24.242.113,None,IP,2021-01-18,all_internal|Security|BU:Payroll|ITGI|se4b_devops_internal_all|BU:DevOps|se4b_devops_user_scrumvms_internal|Internal|AI:Internal|CDE:ConnectedTo|DevOps Asset
132.145.204.141,None,IP,2020-08-03,all_external|Security|AI:New Asset|Internet Facing Assets
129.146.215.157,None,IP,2020-08-03,all_external|Security|AI:New Asset|Internet Facing Assets
193.122.158.186,None,IP,2020-08-07,all_external|Security|AI:New Asset|Internet Facing Assets
132.145.191.75,None,IP,2020-08-11,all_external|Security|AI:New Asset|Internet Facing Assets
72.34.170.237,72-34-170-237.sd.netsuite.com,DNS,2021-01-15,all_external|BU:NSCore|Security|BU:NetOps|network_ch1_external_all|NSCore_Classic_external_all|Internet Facing Assets
150.136.147.151,None,IP,2020-08-10,all_external|Security|AI:New Asset|Internet Facing Assets
72.34.170.3,None,IP,2021-01-15,all_external|BU:NSCore|Security|BU:NetOps|network_ch1_external_all|NSCore_Classic_external_all|Internet Facing Assets
72.34.170.196,72-34-170-196.sd.netsuite.com,DNS,2021-01-15,all_external|BU:NSCore|Security|BU:NetOps|network_ch1_external_all|NSCore_Classic_external_all|Internet Facing Assets
158.101.37.231,None,IP,2021-01-19,all_external|Security|NSCore_OCI_external_PHX|Internet Facing Assets|AG:CMDB:OCI_external_all|AG:CMDB:NSPOS_OCI_external|AG:CMDB:OCI_Compartment:NSPOS.Labs_external|AG:CMDB:PHX_OCI_external|Gerard_OCI_External_all
