IP,DNS,Tracking Method,Tags
10.10.0.164,bo2-ls2512.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
172.24.242.76,None,IP,all_internal|Security|BU:Payroll|ITGI|se4b_devops_internal_all|BU:DevOps|se4b_devops_user_scrumvms_internal|Internal|AI:Internal|CDE:ConnectedTo|DevOps Asset
10.10.63.130,bo2-shs001-vlan-interface901.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.6.135,db295.prod.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.6.140,db300.prod.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.6.143,db303.prod.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.6.146,db306.prod.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.6.152,db312.prod.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.7.75,zoo013.prod.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.7.146,db326.prod.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.4.1,bo2-ls04-vlan-interface400.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.4.65,bo2-ls04-vlan-interface401.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.4.130,bo2-ls0401-vlan-interface402.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.6.3,bo2-ls0602-vlan-interface400.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.7.151,db331.prod.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.6.150,db310.prod.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.6.153,db313.prod.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.6.154,db314.prod.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.7.145,db325.prod.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.7.148,db328.prod.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.7.149,db329.prod.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.63.2,bo2-shs001-vlan-interface900.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.4.129,bo2-ls04-vlan-interface402.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.4.194,bo2-ls0401-vlan-interface403.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.5.65,bo2-ls05-vlan-interface401.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.5.130,bo2-ls0501-vlan-interface402.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.5.194,bo2-ls0501-vlan-interface403.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.5.225,bo2-ls05-vlan-interface404.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.6.67,bo2-ls0602-vlan-interface401.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.6.130,bo2-ls0601-vlan-interface402.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.6.131,bo2-ls0602-vlan-interface402.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.6.141,db301.prod.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.6.225,bo2-ls06-vlan-interface404.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.7.70,shop020.prod.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.7.71,shop021.prod.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.7.72,odbc009.prod.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.7.83,shop023.prod.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.7.129,bo2-ls07-vlan-interface402.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.7.135,db315.prod.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.7.136,db316.prod.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.7.141,db321.prod.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.63.131,bo2-shs002-vlan-interface901.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.4.2,bo2-ls0401-vlan-interface400.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.5.3,bo2-ls0502-vlan-interface400.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.5.227,bo2-ls0502-vlan-interface404.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.6.65,bo2-ls06-vlan-interface401.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.6.136,db296.prod.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.6.139,db299.prod.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.6.144,db304.prod.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.6.147,db307.prod.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.6.226,bo2-ls0601-vlan-interface404.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.7.1,bo2-ls07-vlan-interface400.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.7.74,seogen010.prod.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.7.79,partners007.prod.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.7.80,acct007.prod.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.7.81,acct008.prod.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.7.82,shop022.prod.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.7.84,backend006.prod.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.7.138,db318.prod.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.7.143,db323.prod.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.7.193,bo2-ls07-vlan-interface403.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.7.200,fs037.prod.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.5.131,bo2-ls0502-vlan-interface402.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.5.195,bo2-ls0502-vlan-interface403.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.6.148,db308.prod.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.7.76,kafka013.prod.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.7.77,cas013.prod.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.7.130,bo2-ls0701-vlan-interface402.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.7.147,db327.prod.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.7.201,fs038.prod.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.4.67,bo2-ls0402-vlan-interface401.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.5.2,bo2-ls0501-vlan-interface400.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.6.149,db309.prod.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.6.195,bo2-ls0602-vlan-interface403.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.7.65,bo2-ls07-vlan-interface401.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.7.131,bo2-ls0702-vlan-interface402.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.7.142,db322.prod.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.7.152,db332.prod.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.7.154,db334.prod.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.5.1,bo2-ls05-vlan-interface400.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.6.81,cas011.prod.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.6.142,db302.prod.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.6.151,db311.prod.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.6.193,bo2-ls06-vlan-interface403.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.6.227,bo2-ls0602-vlan-interface404.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.7.67,bo2-ls0702-vlan-interface401.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.7.137,db317.prod.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.7.140,db320.prod.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.7.150,db330.prod.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.7.195,bo2-ls0702-vlan-interface403.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.4.66,bo2-ls0401-vlan-interface401.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.4.131,bo2-ls0402-vlan-interface402.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.4.195,bo2-ls0402-vlan-interface403.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.5.66,bo2-ls0501-vlan-interface401.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.5.67,bo2-ls0502-vlan-interface401.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.5.129,bo2-ls05-vlan-interface402.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.5.226,bo2-ls0501-vlan-interface404.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.6.1,bo2-ls06-vlan-interface400.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.6.2,bo2-ls0601-vlan-interface400.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.6.66,bo2-ls0601-vlan-interface401.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.6.129,bo2-ls06-vlan-interface402.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.6.138,db298.prod.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.6.145,db305.prod.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.6.194,bo2-ls0601-vlan-interface403.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.7.2,bo2-ls0701-vlan-interface400.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.7.3,bo2-ls0702-vlan-interface400.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.7.66,bo2-ls0701-vlan-interface401.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.7.85,backend007.prod.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.7.139,db319.prod.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.7.144,db324.prod.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.7.153,db333.prod.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.7.194,bo2-ls0701-vlan-interface403.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.5.193,bo2-ls05-vlan-interface403.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.7.73,red015.prod.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.7.78,partners006.prod.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.63.3,bo2-shs002-vlan-interface900.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.63.129,bo2-shs-vlan-interface901.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.63.11,bo2-qscan-pcp002.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.63.1,bo2-shs-vlan-interface900.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.63.10,bo2-qscan-pcp001.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
172.25.32.42,openairs-mini-2.corp.netledger.com,AGENT,brno_internal_all|all_internal|Security|ITGI|BU:NetOps|SRE|Cloud Agent|BU:DevOps|OpenAir OCI|Internal|AI:Internal
10.8.0.154,ch1-ls2302.chi.netledger.com,IP,all_internal|BU:NSCore|Security|BU:NetOps|ch1_internal_all|ch1_netops_internal_all|Internal|AI:Internal
10.8.0.156,ch1-ls2312.chi.netledger.com,IP,all_internal|BU:NSCore|Security|BU:NetOps|ch1_internal_all|ch1_netops_internal_all|Internal|AI:Internal
10.8.0.153,ch1-ls2301.chi.netledger.com,IP,all_internal|BU:NSCore|Security|BU:NetOps|ch1_internal_all|ch1_netops_internal_all|Internal|AI:Internal
10.8.0.155,ch1-ls2311.chi.netledger.com,IP,all_internal|BU:NSCore|Security|BU:NetOps|ch1_internal_all|ch1_netops_internal_all|Internal|AI:Internal
10.8.23.1,ch1-ls23-vlan-interface400.chi.netledger.com,IP,all_internal|BU:NSCore|Security|ch1_internal_all|Internal|AI:Internal
10.8.23.2,ch1-ls2301-vlan-interface400.chi.netledger.com,IP,all_internal|BU:NSCore|Security|ch1_internal_all|Internal|AI:Internal
10.8.23.3,ch1-ls2302-vlan-interface400.chi.netledger.com,IP,all_internal|BU:NSCore|Security|ch1_internal_all|Internal|AI:Internal
10.8.23.65,ch1-ls23-vlan-interface401.chi.netledger.com,IP,all_internal|BU:NSCore|Security|ch1_internal_all|Internal|AI:Internal
10.8.23.66,ch1-ls2301-vlan-interface401.chi.netledger.com,IP,all_internal|BU:NSCore|Security|ch1_internal_all|Internal|AI:Internal
10.8.23.67,ch1-ls2302-vlan-interface401.chi.netledger.com,IP,all_internal|BU:NSCore|Security|ch1_internal_all|Internal|AI:Internal
10.8.23.194,ch1-ls2301-vlan-interface403.chi.netledger.com,IP,all_internal|BU:NSCore|Security|ch1_internal_all|Internal|AI:Internal
10.8.23.195,ch1-ls2302-vlan-interface403.chi.netledger.com,IP,all_internal|BU:NSCore|Security|ch1_internal_all|Internal|AI:Internal
10.8.23.129,ch1-ls23-vlan-interface402.chi.netledger.com,IP,all_internal|BU:NSCore|Security|ch1_internal_all|Internal|AI:Internal
10.8.23.130,ch1-ls2301-vlan-interface402.chi.netledger.com,IP,all_internal|BU:NSCore|Security|ch1_internal_all|Internal|AI:Internal
10.8.23.131,ch1-ls2302-vlan-interface402.chi.netledger.com,IP,all_internal|BU:NSCore|Security|ch1_internal_all|Internal|AI:Internal
10.8.23.193,ch1-ls23-vlan-interface403.chi.netledger.com,IP,all_internal|BU:NSCore|Security|ch1_internal_all|Internal|AI:Internal
10.8.23.225,ch1-ls23-vlan-interface404.chi.netledger.com,IP,all_internal|BU:NSCore|Security|ch1_internal_all|Internal|AI:Internal
10.8.23.226,ch1-ls2301-vlan-interface404.chi.netledger.com,IP,all_internal|BU:NSCore|Security|ch1_internal_all|Internal|AI:Internal
10.8.23.227,ch1-ls2302-vlan-interface404.chi.netledger.com,IP,all_internal|BU:NSCore|Security|ch1_internal_all|Internal|AI:Internal
10.8.56.47,10-8-56-47.sd.chi.netledger.com,IP,all_internal|BU:NSCore|Security|ch1_internal_all|ch1_qa_saops_internal_all|Internal|AI:Internal
216.224.103.80,216-224-103-80.sd.netsuite.com,IP,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
10.8.151.8,ch1-cy2301.chi.netledger.com,IP,all_internal|BU:NSCore|Security|ch1_internal_all|Internal|AI:Internal
10.8.151.2,ch1-ls2301-vlan-interface777.chi.netledger.com,IP,all_internal|BU:NSCore|Security|ch1_internal_all|Internal|AI:Internal
10.8.151.9,ch1-cy2302.chi.netledger.com,IP,all_internal|BU:NSCore|Security|ch1_internal_all|Internal|AI:Internal
10.8.152.8,ch1-cy2401.chi.netledger.com,IP,all_internal|BU:NSCore|Security|ch1_internal_all|Internal|AI:Internal
10.8.151.1,ch1-ls23-vlan-interface777.chi.netledger.com,IP,all_internal|BU:NSCore|Security|ch1_internal_all|Internal|AI:Internal
10.8.151.3,ch1-ls2302-vlan-interface777.chi.netledger.com,IP,all_internal|BU:NSCore|Security|ch1_internal_all|Internal|AI:Internal
10.32.20.100,db-company108.prod-fra-eu3.core.ns.internal,AGENT,
10.34.20.111,db-company120.prod-lhr-eu4.core.ns.internal,AGENT,
10.53.32.40,p4488804prod,AGENT,Security|BU:NSPOS/RetailAnywhere|Cloud Agent|NSPOS OCI|NSPOS_OCI_internal_all
10.53.32.86,p2039936prod,AGENT,Security|BU:NSPOS/RetailAnywhere|Cloud Agent|NSPOS OCI|NSPOS_OCI_internal_all
10.8.242.66,None,IP,all_internal|BU:NSCore|Security|ch1_internal_all|Internal|AI:Internal
10.8.240.156,available-10.8.240.156.ips.chi.netledger.com,DNS,all_internal|BU:NSCore|Security|ch1_internal_all|Internal|AI:No DNS Record|AI:Internal
10.8.242.48,None,IP,all_internal|BU:NSCore|Security|ch1_internal_all|Internal|AI:New Asset|AI:Internal
10.8.242.49,None,IP,all_internal|BU:NSCore|Security|ch1_internal_all|Internal|AI:Internal
10.8.242.55,None,IP,all_internal|BU:NSCore|Security|ch1_internal_all|Internal|AI:Internal
10.8.242.61,None,IP,all_internal|BU:NSCore|Security|ch1_internal_all|Internal|AI:Internal
10.8.242.67,None,IP,all_internal|BU:NSCore|Security|ch1_internal_all|Internal|AI:Internal
10.8.240.204,ch1-ss001-to-ch1-ls0902-link-prod.chi.netledger.com,DNS,all_internal|BU:NSCore|Security|ch1_internal_all|Internal|AI:New Asset|AI:Internal
193.122.163.2,None,IP,all_external|Security|Internet Facing Assets
10.3.55.203,sea-qscan-pcp001.sea.netledger.com,DNS,all_internal|BU:NSCore|Security|se4_admin_saops_internal_all|NSCore_pentest_tlsv1.0|se4_NSCore_pentest_tlsv1.0_adhoc|nscore_pentest_selfsigned_internal_all|Internal|AI:Internal
129.146.223.19,None,IP,all_external|Security|BU:NSPOS/RetailAnywhere|NSCore_OCI_external_PHX|NSPOS_PROD_OCI_external_all|OS:Windows 10|Internet Facing Assets|AG:CMDB:OCI_Compartment:NSPOS_external|AG:CMDB:NSPOS_OCI_external|AG:CMDB:PHX_OCI_external
10.18.240.144,du3-ss001-to-du3-ls0701-link-prod.dub.netledger.com,DNS,all_internal|BU:NSCore|Security|BU:NetOps|du3_netops_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|DC:DU3|AI:Internal
172.17.42.52,None,IP,sc8_internal_all|all_internal|Security|ITGI|BU:NetOps|SRE|corp_itgi_servers|corp_itgi_windows_servers|Internal|AI:Internal
212.25.249.180,212-25-249-180.sd.netsuite.com,DNS,all_external|BU:NSCore|Security|BU:NetOps|SRE|am3_external_all|am3_external_all_1|AI:New Asset|NSCore_Classic_external_all|Internet Facing Assets|network_am3_external_all
10.14.61.134,heapdump001.adm.svale.netledger.com,DNS,BU:NSCore|Security|sc9_ngn_internal_all|Internal|AI:Internal
10.34.20.113,db-company121.prod-lhr-eu4.core.ns.internal,AGENT,
10.34.20.112,db-company122.prod-lhr-eu4.core.ns.internal,AGENT,
10.34.20.114,db-company123.prod-lhr-eu4.core.ns.internal,AGENT,
10.32.20.101,db-company109.prod-fra-eu3.core.ns.internal,AGENT,
10.12.41.84,acct029.prod.svale.netledger.com,DNS,BU:NSCore|Security|sc9c_internal_all|Internal|AI:Internal
10.10.0.249,bo2-dci001.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.0.250,bo2-dci002.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.26.145,db238.prod.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.53.39,app-mx005.prod.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:New Asset|AI:Internal
10.10.54.28,ot-hub003.st.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.53.38,sec-proxy004.adm.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:New Asset|AI:Internal
10.10.54.27,sec-proxy003.adm.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.54.29,app-mx003.prod.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.56.210,mwgappl003.f.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.56.211,mwgappl004.f.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.53.29,status001.prod.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.54.26,status002.prod.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:Internal
10.10.54.30,app-mx004.prod.bos.netledger.com,DNS,BU:NSCore|Security|bo2_internal_all|Internal|AI:New Asset|AI:Internal
